osm_type,osm_id,name,amenity,cuisine,addr:street,addr:housenumber,addr:postcode,addr:city,phone,website,opening_hours,operator,lat,lon,all_tags,contact:phone,contact:website,contact:email,description,internet_access,wifi,wheelchair,outdoor_seating,indoor_seating,smoking,smoking:outside,toilets,toilets:wheelchair,changing_table,highchair,air_conditioning,dog,reservations,max_seats,takeaway,delivery,drive_through,self_service,payment:cash,payment:cards,payment:debit_cards,payment:credit_cards,payment:contactless,payment:mastercard,payment:visa,payment:american_express,payment:google_pay,payment:apple_pay,payment:blik,payment:mobile_phone,diet:vegetarian,vegetarian,diet:vegan,vegan,diet:gluten_free,gluten_free,contact:facebook,contact:instagram,contact:twitter,contact:youtube,contact:tripadvisor,contact:booking,text_chunk
node,3763155653,Musztarda Po Obiedzie,restaurant,,Wólczańska,51,,Łódź,,,,,51.7668397,19.4518879,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""51"", ""addr:street"": ""Wólczańska"", ""amenity"": ""restaurant"", ""name"": ""Musztarda Po Obiedzie"", ""source"": ""http://www.montenegro.lodz.pl/?com=6&par=6&nazwa=Kontakt""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Musztarda Po Obiedzie — restaurant Adres: Wólczańska 51, Łódź. Współrzędne: 51.766840, 19.451888. OSM: https://www.openstreetmap.org/node/3763155653. Dodatkowe tagi: source: http://www.montenegro.lodz.pl/?com=6&par=6&nazwa=Kontakt."
node,3770216840,Timo,restaurant,pizza,Balonowa,39a,94-108,Łódź,42 307 05 55,https://www.facebook.com/timopizzeria/?locale=pl_PL,,,51.7419266,19.4029894,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""39a"", ""addr:postcode"": ""94-108"", ""addr:street"": ""Balonowa"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""diet:vegetarian"": ""yes"", ""name"": ""Timo"", ""phone"": ""42 307 05 55"", ""website"": ""https://www.facebook.com/timopizzeria/?locale=pl_PL""}",42 307 05 55,https://www.facebook.com/timopizzeria/?locale=pl_PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,"Timo — restaurant Kuchnia: pizza. Adres: Balonowa 39a, 94-108, Łódź. Telefon: 42 307 05 55. Strona: https://www.facebook.com/timopizzeria/?locale=pl_PL. Diety i alergeny: wegetariańskie: yes. Współrzędne: 51.741927, 19.402989. OSM: https://www.openstreetmap.org/node/3770216840."
node,3771549488,Pizzeria 666,restaurant,pizza,Rzgowska,180,,Łódź,422505505,,Mo-Th 13:00-02:00; Fr-Sa 12:00-02:00; Su 12:00-01:00,,51.7194472,19.4856792,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""180"", ""addr:street"": ""Rzgowska"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""delivery"": ""yes"", ""name"": ""Pizzeria 666"", ""opening_hours"": ""Mo-Th 13:00-02:00; Fr-Sa 12:00-02:00; Su 12:00-01:00"", ""phone"": ""422505505"", ""takeaway"": ""yes""}",422505505,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pizzeria 666 — restaurant Kuchnia: pizza. Adres: Rzgowska 180, Łódź. Godziny otwarcia: Mo-Th 13:00-02:00; Fr-Sa 12:00-02:00; Su 12:00-01:00. Telefon: 422505505. Udogodnienia: Na wynos: yes; Dostawa: yes. Współrzędne: 51.719447, 19.485679. OSM: https://www.openstreetmap.org/node/3771549488."
node,3774149125,Czarna Owca,restaurant,,Łąkowa,11,90-562,Łódź,509852320,https://www.czarna-owca.pl/,12:00-17:00,,51.7618214,19.440675,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""11"", ""addr:postcode"": ""90-562"", ""addr:street"": ""Łąkowa"", ""amenity"": ""restaurant"", ""diet:vegetarian"": ""yes"", ""name"": ""Czarna Owca"", ""opening_hours"": ""12:00-17:00"", ""phone"": ""509852320"", ""website"": ""https://www.czarna-owca.pl/""}",509852320,https://www.czarna-owca.pl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,"Czarna Owca — restaurant Adres: Łąkowa 11, 90-562, Łódź. Godziny otwarcia: 12:00-17:00. Telefon: 509852320. Strona: https://www.czarna-owca.pl/. Diety i alergeny: wegetariańskie: yes. Współrzędne: 51.761821, 19.440675. OSM: https://www.openstreetmap.org/node/3774149125."
node,3779225939,Trattoria Domenica,restaurant,italian,Retkińska,64,94-004,Łódź,501964954,http://www.trattoriadomenica.pl,Mo 13:00-22:00; Tu-Th 12:00-22:00; Fr-Sa12:00-23:00; Su 12:00-22:00,,51.7513977,19.4101795,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""64"", ""addr:postcode"": ""94-004"", ""addr:street"": ""Retkińska"", ""amenity"": ""restaurant"", ""cuisine"": ""italian"", ""delivery"": ""yes"", ""name"": ""Trattoria Domenica"", ""opening_hours"": ""Mo 13:00-22:00; Tu-Th 12:00-22:00; Fr-Sa12:00-23:00; Su 12:00-22:00"", ""phone"": ""501964954"", ""takeaway"": ""yes"", ""vegetarian"": ""yes"", ""website"": ""http://www.trattoriadomenica.pl""}",501964954,http://www.trattoriadomenica.pl,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,"Trattoria Domenica — restaurant Kuchnia: italian. Adres: Retkińska 64, 94-004, Łódź. Godziny otwarcia: Mo 13:00-22:00; Tu-Th 12:00-22:00; Fr-Sa12:00-23:00; Su 12:00-22:00. Telefon: 501964954. Strona: http://www.trattoriadomenica.pl. Udogodnienia: Na wynos: yes; Dostawa: yes. Diety i alergeny: wegetariańskie: yes. Współrzędne: 51.751398, 19.410180. OSM: https://www.openstreetmap.org/node/3779225939."
node,3781764393,Fiero,restaurant,pizza,,,,,+48500065666,https://www.fieropizza.pl/,Mo-Th 11:00-23:00; Fr-Sa 11:00-01:00; Su 12:00-23:00,,51.7192725,19.4855626,"{""addr:housenumber_1"": ""17"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""delivery"": ""yes"", ""name"": ""Fiero"", ""opening_hours"": ""Mo-Th 11:00-23:00; Fr-Sa 11:00-01:00; Su 12:00-23:00"", ""phone"": ""+48500065666"", ""phone_1"": ""+48426458878"", ""takeaway"": ""yes"", ""vegetarian"": ""yes"", ""website"": ""https://www.fieropizza.pl/""}",+48500065666,https://www.fieropizza.pl/,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,"Fiero — restaurant Kuchnia: pizza. Godziny otwarcia: Mo-Th 11:00-23:00; Fr-Sa 11:00-01:00; Su 12:00-23:00. Telefon: +48500065666. Strona: https://www.fieropizza.pl/. Udogodnienia: Na wynos: yes; Dostawa: yes. Diety i alergeny: wegetariańskie: yes. Współrzędne: 51.719273, 19.485563. OSM: https://www.openstreetmap.org/node/3781764393. Dodatkowe tagi: addr:housenumber_1: 17; phone_1: +48426458878."
node,3782049725,Meta,restaurant,sandwich,,,,,+48605054845,,Mo-Fr 10:00-16:00,,51.7566976,19.4255748,"{""amenity"": ""restaurant"", ""contact:email"": ""info@restauracja-meta.pl"", ""cuisine"": ""sandwich"", ""level"": ""-1"", ""name"": ""Meta"", ""opening_hours"": ""Mo-Fr 10:00-16:00"", ""phone"": ""+48605054845""}",+48605054845,,info@restauracja-meta.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meta — restaurant Kuchnia: sandwich. Godziny otwarcia: Mo-Fr 10:00-16:00. Telefon: +48605054845. Współrzędne: 51.756698, 19.425575. OSM: https://www.openstreetmap.org/node/3782049725. Dodatkowe tagi: level: -1."
node,3782106645,Niebostan,cafe,,Piotrkowska,17,90-406,Łódź,+48 790 498 698,https://niebostan.upmenusite.com/,Mo-Su 9:00-16:00,,51.7741596,19.4545275,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""17"", ""addr:postcode"": ""90-406"", ""addr:street"": ""Piotrkowska"", ""amenity"": ""cafe"", ""brewery"": ""no"", ""delivery"": ""yes"", ""diet:vegan"": ""yes"", ""email"": ""niebostan.klubokawiarnia@gmail.com"", ""level"": ""1"", ""name"": ""Niebostan"", ""opening_hours"": ""Mo-Su 9:00-16:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+48 790 498 698"", ""smoking"": ""outside"", ""source"": ""https://www.facebook.com/niebostan"", ""takeaway"": ""yes"", ""website"": ""https://niebostan.upmenusite.com/""}",+48 790 498 698,https://niebostan.upmenusite.com/,niebostan.klubokawiarnia@gmail.com,,,,,yes,,outside,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,"Niebostan — cafe Adres: Piotrkowska 17, 90-406, Łódź. Godziny otwarcia: Mo-Su 9:00-16:00. Telefon: +48 790 498 698. Strona: https://niebostan.upmenusite.com/. Udogodnienia: Miejsca na zewnątrz: yes; Palenie: outside; Na wynos: yes; Dostawa: yes. Diety i alergeny: wegańskie: yes. Współrzędne: 51.774160, 19.454528. OSM: https://www.openstreetmap.org/node/3782106645. Dodatkowe tagi: brewery: no; email: niebostan.klubokawiarnia@gmail.com; level: 1; source: https://www.facebook.com/niebostan."
node,3782110659,Ato Sushi,restaurant,sushi;soup,6 Sierpnia,1/3,90-606,Łódź,+48 42 207 99 99,https://atosushi.pl/,"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:00-22:00",,51.7687651,19.4559852,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""1/3"", ""addr:postcode"": ""90-606"", ""addr:street"": ""6 Sierpnia"", ""amenity"": ""restaurant"", ""cuisine"": ""sushi;soup"", ""diet:fish"": ""yes"", ""diet:meat"": ""yes"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""yes"", ""indoor_seating"": ""yes"", ""name"": ""Ato Sushi"", ""opening_hours"": ""Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:00-22:00"", ""outdoor_seating"": ""no"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""phone"": ""+48 42 207 99 99"", ""website"": ""https://atosushi.pl/""}",+48 42 207 99 99,https://atosushi.pl/,,,,,,no,yes,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,yes,,yes,,,,,,,,,,"Ato Sushi — restaurant Kuchnia: sushi, soup, sushi;soup. Adres: 6 Sierpnia 1/3, 90-606, Łódź. Godziny otwarcia: Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:00-22:00. Telefon: +48 42 207 99 99. Strona: https://atosushi.pl/. Udogodnienia: Miejsca wewnątrz: yes; Miejsca na zewnątrz: no. Dostępne formy płatności: karty debetowe: yes; karty kredytowe: yes. Diety i alergeny: wegetariańskie: yes; wegańskie: yes. Współrzędne: 51.768765, 19.455985. OSM: https://www.openstreetmap.org/node/3782110659. Dodatkowe tagi: diet:fish: yes; diet:meat: yes."
node,3782110664,Bułgarska 69,restaurant,bulgarian,Piotrkowska,69,90-004,Łódź,422072760,https://www.restauracja69.pl/,90-004 Mo-Th 12:00-22:00; Fr-Sa 12:00-00:00; Su 12:00-22:00,,51.7682282,19.4563837,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""69"", ""addr:postcode"": ""90-004"", ""addr:street"": ""Piotrkowska"", ""amenity"": ""restaurant"", ""cuisine"": ""bulgarian"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""yes"", ""discount:citycard"": ""No"", ""email"": ""kontakt@restauracja69.pl"", ""indoor_seating"": ""yes"", ""name"": ""Bułgarska 69"", ""opening_hours"": ""90-004 Mo-Th 12:00-22:00; Fr-Sa 12:00-00:00; Su 12:00-22:00"", ""outdoor_seating"": ""yes"", ""phone"": ""422072760"", ""website"": ""https://www.restauracja69.pl/""}",422072760,https://www.restauracja69.pl/,kontakt@restauracja69.pl,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,"Bułgarska 69 — restaurant Kuchnia: bulgarian. Adres: Piotrkowska 69, 90-004, Łódź. Godziny otwarcia: 90-004 Mo-Th 12:00-22:00; Fr-Sa 12:00-00:00; Su 12:00-22:00. Telefon: 422072760. Strona: https://www.restauracja69.pl/. Udogodnienia: Miejsca wewnątrz: yes; Miejsca na zewnątrz: yes. Diety i alergeny: wegetariańskie: yes; wegańskie: yes. Współrzędne: 51.768228, 19.456384. OSM: https://www.openstreetmap.org/node/3782110664. Dodatkowe tagi: discount:citycard: No; email: kontakt@restauracja69.pl."
node,3782110665,Pijalnia Czekolady E. Wedel,cafe,,,,,Łódź,,,Mo-Sa 10:00-22:00; Su 10:00-21:00,,51.7681351,19.4564012,"{""addr:city"": ""Łódź"", ""amenity"": ""cafe"", ""check_date"": ""2024-01-19"", ""name"": ""Pijalnia Czekolady E. Wedel"", ""opening_hours"": ""Mo-Sa 10:00-22:00; Su 10:00-21:00""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pijalnia Czekolady E. Wedel — cafe Adres: Łódź. Godziny otwarcia: Mo-Sa 10:00-22:00; Su 10:00-21:00. Współrzędne: 51.768135, 19.456401. OSM: https://www.openstreetmap.org/node/3782110665. Dodatkowe tagi: check_date: 2024-01-19."
node,3782110673,Senoritas,restaurant,mexican,Stanisława Moniuszki,1a,90-102,Łódź,+48501671700,https://senoritas.pl/,Tu-Th 16:00-22:00; Fr 16:00-22:00; Sa 14:00-22:00,,51.7680154,19.4577533,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""1a"", ""addr:postcode"": ""90-102"", ""addr:street"": ""Stanisława Moniuszki"", ""amenity"": ""restaurant"", ""cuisine"": ""mexican"", ""delivery"": ""yes"", ""diet:vegetarian"": ""yes"", ""email"": ""senoritas@senoritas.pl"", ""name"": ""Senoritas"", ""opening_hours"": ""Tu-Th 16:00-22:00; Fr 16:00-22:00; Sa 14:00-22:00"", ""phone"": ""+48501671700"", ""takeaway"": ""yes"", ""website"": ""https://senoritas.pl/""}",+48501671700,https://senoritas.pl/,senoritas@senoritas.pl,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,"Senoritas — restaurant Kuchnia: mexican. Adres: Stanisława Moniuszki 1a, 90-102, Łódź. Godziny otwarcia: Tu-Th 16:00-22:00; Fr 16:00-22:00; Sa 14:00-22:00. Telefon: +48501671700. Strona: https://senoritas.pl/. Udogodnienia: Na wynos: yes; Dostawa: yes. Diety i alergeny: wegetariańskie: yes. Współrzędne: 51.768015, 19.457753. OSM: https://www.openstreetmap.org/node/3782110673. Dodatkowe tagi: email: senoritas@senoritas.pl."
node,3782110676,Radamenes,restaurant,,,,,Łódź,,,,,51.7667532,19.4562871,"{""addr:city"": ""Łódź"", ""addr:city:en"": ""Lodz"", ""amenity"": ""restaurant"", ""name"": ""Radamenes""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Radamenes — restaurant Adres: Łódź. Współrzędne: 51.766753, 19.456287. OSM: https://www.openstreetmap.org/node/3782110676. Dodatkowe tagi: addr:city:en: Lodz."
node,3782110678,Pizza Pronto,restaurant,pizza,Piotrkowska,85,90-423,Łódź,574955859,https://www.facebook.com/people/Pizza-Pronto/100083923195077/,Mo-Th 12:00-00:00; Fr-Sa 12:00-01:00; Su 12:00-00:00,,51.7667019,19.4567117,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""85"", ""addr:postcode"": ""90-423"", ""addr:street"": ""Piotrkowska"", ""amenity"": ""restaurant"", ""check_date"": ""2024-07-21"", ""cuisine"": ""pizza"", ""delivery"": ""yes"", ""name"": ""Pizza Pronto"", ""opening_hours"": ""Mo-Th 12:00-00:00; Fr-Sa 12:00-01:00; Su 12:00-00:00"", ""phone"": ""574955859"", ""takeaway"": ""yes"", ""website"": ""https://www.facebook.com/people/Pizza-Pronto/100083923195077/"", ""wheelchair"": ""no""}",574955859,https://www.facebook.com/people/Pizza-Pronto/100083923195077/,,,,,no,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pizza Pronto — restaurant Kuchnia: pizza. Adres: Piotrkowska 85, 90-423, Łódź. Godziny otwarcia: Mo-Th 12:00-00:00; Fr-Sa 12:00-01:00; Su 12:00-00:00. Telefon: 574955859. Strona: https://www.facebook.com/people/Pizza-Pronto/100083923195077/. Udogodnienia: Dostęp dla wózków: no; Na wynos: yes; Dostawa: yes. Współrzędne: 51.766702, 19.456712. OSM: https://www.openstreetmap.org/node/3782110678. Dodatkowe tagi: check_date: 2024-07-21."
node,3794267766,Pizzeria Duet,restaurant,pizza,Armii Krajowej,32B,,Łódź,,,,,51.74388,19.3980034,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""32B"", ""addr:street"": ""Armii Krajowej"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""name"": ""Pizzeria Duet""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pizzeria Duet — restaurant Kuchnia: pizza. Adres: Armii Krajowej 32B, Łódź. Współrzędne: 51.743880, 19.398003. OSM: https://www.openstreetmap.org/node/3794267766."
node,3794267774,Hai Long,restaurant,chinese,,,,,,,,,51.7440037,19.3983749,"{""amenity"": ""restaurant"", ""cuisine"": ""chinese"", ""name"": ""Hai Long""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hai Long — restaurant Kuchnia: chinese. Współrzędne: 51.744004, 19.398375. OSM: https://www.openstreetmap.org/node/3794267774."
node,3795327514,Szwalnia Smaków,restaurant,,,,,,,,We-Fr 12:00-21:00; Sa 09:30-22:00; Su 09:30-17:30,,51.7538254,19.4590124,"{""amenity"": ""restaurant"", ""check_date"": ""2023-06-08"", ""name"": ""Szwalnia Smaków"", ""opening_hours"": ""We-Fr 12:00-21:00; Sa 09:30-22:00; Su 09:30-17:30"", ""outdoor_seating"": ""yes""}",,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Szwalnia Smaków — restaurant Godziny otwarcia: We-Fr 12:00-21:00; Sa 09:30-22:00; Su 09:30-17:30. Udogodnienia: Miejsca na zewnątrz: yes. Współrzędne: 51.753825, 19.459012. OSM: https://www.openstreetmap.org/node/3795327514. Dodatkowe tagi: check_date: 2023-06-08."
node,3799101800,Caffe Przy Ulicy,cafe,,,,,,,,Mo-Sa 08:00-20:00; Su 09:00-20:00,,51.7479576,19.3985014,"{""amenity"": ""cafe"", ""name"": ""Caffe Przy Ulicy"", ""opening_hours"": ""Mo-Sa 08:00-20:00; Su 09:00-20:00""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caffe Przy Ulicy — cafe Godziny otwarcia: Mo-Sa 08:00-20:00; Su 09:00-20:00. Współrzędne: 51.747958, 19.398501. OSM: https://www.openstreetmap.org/node/3799101800."
node,3799118138,Klucha i Kapucha,restaurant,regional,,,,,,,,,51.7486135,19.4002013,"{""amenity"": ""restaurant"", ""cuisine"": ""regional"", ""name"": ""Klucha i Kapucha""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Klucha i Kapucha — restaurant Kuchnia: regional. Współrzędne: 51.748613, 19.400201. OSM: https://www.openstreetmap.org/node/3799118138."
node,3815523127,Gospoda pod Górką,restaurant,regional,,,,,,,,,51.7519295,19.397845,"{""amenity"": ""restaurant"", ""cuisine"": ""regional"", ""name"": ""Gospoda pod Górką""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gospoda pod Górką — restaurant Kuchnia: regional. Współrzędne: 51.751930, 19.397845. OSM: https://www.openstreetmap.org/node/3815523127."
node,3815523128,Sushi Kushi,restaurant,sushi,Janusza Kusocińskiego,65/5,94-054,Łódź,422881886,https://www.sushikushi.com/lodz-retkinia?gclid=Cj0KCQjw27mhBhC9ARIsAIFsETEIyTMbyl8GQELi6TECVeW6_FzQ3Eh-WMnPZD4m4akd9r8rHd3WJu8aArqQEALw_wcB,Mo-Su 12:00-22:00,,51.7520206,19.3985295,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""65/5"", ""addr:postcode"": ""94-054"", ""addr:street"": ""Janusza Kusocińskiego"", ""amenity"": ""restaurant"", ""cuisine"": ""sushi"", ""diet:vegetarian"": ""yes"", ""name"": ""Sushi Kushi"", ""opening_hours"": ""Mo-Su 12:00-22:00"", ""phone"": ""422881886"", ""website"": ""https://www.sushikushi.com/lodz-retkinia?gclid=Cj0KCQjw27mhBhC9ARIsAIFsETEIyTMbyl8GQELi6TECVeW6_FzQ3Eh-WMnPZD4m4akd9r8rHd3WJu8aArqQEALw_wcB""}",422881886,https://www.sushikushi.com/lodz-retkinia?gclid=Cj0KCQjw27mhBhC9ARIsAIFsETEIyTMbyl8GQELi6TECVeW6_FzQ3Eh-WMnPZD4m4akd9r8rHd3WJu8aArqQEALw_wcB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,"Sushi Kushi — restaurant Kuchnia: sushi. Adres: Janusza Kusocińskiego 65/5, 94-054, Łódź. Godziny otwarcia: Mo-Su 12:00-22:00. Telefon: 422881886. Strona: https://www.sushikushi.com/lodz-retkinia?gclid=Cj0KCQjw27mhBhC9ARIsAIFsETEIyTMbyl8GQELi6TECVeW6_FzQ3Eh-WMnPZD4m4akd9r8rHd3WJu8aArqQEALw_wcB. Diety i alergeny: wegetariańskie: yes. Współrzędne: 51.752021, 19.398529. OSM: https://www.openstreetmap.org/node/3815523128."
node,3815523130,Pełny Brzuszek,restaurant,pizza,,,,,,,,,51.752037,19.3982708,"{""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""name"": ""Pełny Brzuszek""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pełny Brzuszek — restaurant Kuchnia: pizza. Współrzędne: 51.752037, 19.398271. OSM: https://www.openstreetmap.org/node/3815523130."
node,3815541809,Tanlinh,restaurant,asian,,,,,,,,,51.7511528,19.3973901,"{""amenity"": ""restaurant"", ""cuisine"": ""asian"", ""name"": ""Tanlinh""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tanlinh — restaurant Kuchnia: asian. Współrzędne: 51.751153, 19.397390. OSM: https://www.openstreetmap.org/node/3815541809."
node,3816105318,Ristorante Mare e Monti,restaurant,italian,Stanisława Wigury,13,,Łódź,+48503095947,https://www.ristorantemareemonti.pl/,Mo-Sa 13:00-22:00; Su 12:00-21:00,,51.7561537,19.4625393,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""13"", ""addr:street"": ""Stanisława Wigury"", ""amenity"": ""restaurant"", ""cuisine"": ""italian"", ""delivery"": ""yes"", ""name"": ""Ristorante Mare e Monti"", ""opening_hours"": ""Mo-Sa 13:00-22:00; Su 12:00-21:00"", ""phone"": ""+48503095947"", ""takeaway"": ""yes"", ""website"": ""https://www.ristorantemareemonti.pl/""}",+48503095947,https://www.ristorantemareemonti.pl/,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ristorante Mare e Monti — restaurant Kuchnia: italian. Adres: Stanisława Wigury 13, Łódź. Godziny otwarcia: Mo-Sa 13:00-22:00; Su 12:00-21:00. Telefon: +48503095947. Strona: https://www.ristorantemareemonti.pl/. Udogodnienia: Na wynos: yes; Dostawa: yes. Współrzędne: 51.756154, 19.462539. OSM: https://www.openstreetmap.org/node/3816105318."
node,3833915564,Alaverdi Restauracja Gruzińska,restaurant,georgian,Balonowa,39c,94-108,Łódź,+48797780914,https://www.facebook.com/people/Alaverdi,"Tu-Fr, Su 12:00-21:00; Sa 12:00-22:00",,51.741519,19.4031352,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""39c"", ""addr:postcode"": ""94-108"", ""addr:street"": ""Balonowa"", ""amenity"": ""restaurant"", ""cuisine"": ""georgian"", ""delivery"": ""yes"", ""name"": ""Alaverdi Restauracja Gruzińska"", ""opening_hours"": ""Tu-Fr, Su 12:00-21:00; Sa 12:00-22:00"", ""phone"": ""+48797780914"", ""takeaway"": ""yes"", ""website"": ""https://www.facebook.com/people/Alaverdi""}",+48797780914,https://www.facebook.com/people/Alaverdi,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alaverdi Restauracja Gruzińska — restaurant Kuchnia: georgian. Adres: Balonowa 39c, 94-108, Łódź. Godziny otwarcia: Tu-Fr, Su 12:00-21:00; Sa 12:00-22:00. Telefon: +48797780914. Strona: https://www.facebook.com/people/Alaverdi. Udogodnienia: Na wynos: yes; Dostawa: yes. Współrzędne: 51.741519, 19.403135. OSM: https://www.openstreetmap.org/node/3833915564."
node,3876611766,Lamadżu,restaurant,regional,,,,,,,,,51.7734667,19.4655768,"{""amenity"": ""restaurant"", ""cuisine"": ""regional"", ""name"": ""Lamadżu""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamadżu — restaurant Kuchnia: regional. Współrzędne: 51.773467, 19.465577. OSM: https://www.openstreetmap.org/node/3876611766."
node,3897477323,Pizzeria Kultowa,restaurant,pizza,Jana Matejki,3/5,,Łódź,+48728401000,,,,51.7814776,19.4846435,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""3/5"", ""addr:street"": ""Jana Matejki"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""indoor_seating"": ""yes"", ""name"": ""Pizzeria Kultowa"", ""outdoor_seating"": ""yes"", ""phone"": ""+48728401000""}",+48728401000,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pizzeria Kultowa — restaurant Kuchnia: pizza. Adres: Jana Matejki 3/5, Łódź. Telefon: +48728401000. Udogodnienia: Miejsca wewnątrz: yes; Miejsca na zewnątrz: yes. Współrzędne: 51.781478, 19.484644. OSM: https://www.openstreetmap.org/node/3897477323."
node,3899050695,Lavash,restaurant,asian;armenian,Piotrkowska,69,90-422,Łódź,,http://lavash.pl,"Mo-Th 12:00-22:00; Fr,Sa 12:00-23:30; Su 12:00-21:30",,51.7680783,19.4559316,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""69"", ""addr:postcode"": ""90-422"", ""addr:street"": ""Piotrkowska"", ""amenity"": ""restaurant"", ""cuisine"": ""asian;armenian"", ""diet:vegetarian"": ""yes"", ""name"": ""Lavash"", ""opening_hours"": ""Mo-Th 12:00-22:00; Fr,Sa 12:00-23:30; Su 12:00-21:30"", ""website"": ""http://lavash.pl""}",,http://lavash.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,"Lavash — restaurant Kuchnia: asian, armenian, asian;armenian. Adres: Piotrkowska 69, 90-422, Łódź. Godziny otwarcia: Mo-Th 12:00-22:00; Fr,Sa 12:00-23:30; Su 12:00-21:30. Strona: http://lavash.pl. Diety i alergeny: wegetariańskie: yes. Współrzędne: 51.768078, 19.455932. OSM: https://www.openstreetmap.org/node/3899050695."
